67.510000	1.258377
67.515004	1.272697
67.520004	1.286259
67.525003	1.148430
67.530004	1.161053
67.535003	1.178390
67.540005	1.193931
67.545004	1.213555
67.550005	1.232454
67.555006	1.250036
67.560004	1.273596
67.565005	1.298773
67.570006	1.324777
67.575006	1.352432
67.580007	1.382898
67.585005	1.419467
67.590007	1.454816
67.595005	1.493795
67.600008	1.540230
67.605004	1.587527
67.610005	1.643409
67.615007	1.694960
67.620005	1.760262
67.625007	1.829120
67.630007	1.905082
67.635007	1.981363
67.640009	2.071548
67.645008	2.170141
67.650009	2.283132
67.655006	2.400103
67.660007	2.551398
67.665007	2.682743
67.670006	2.846472
67.675007	3.158418
67.680008	3.357329
67.685007	3.586153
67.690009	3.831119
67.695006	4.101972
67.700008	4.386631
67.705007	4.700393
67.710006	5.025523
67.715006	5.324184
67.720005	5.649774
67.725005	5.950576
67.730007	6.241832
67.735005	6.489421
67.740006	6.692015
67.745004	6.852568
67.750006	6.975344
67.755005	7.026717
67.760007	7.009303
67.765004	6.931994
67.770005	6.782388
67.775005	6.571231
67.780005	6.269972
67.785004	5.953825
67.790005	5.797456
67.795001	5.375820
67.800004	4.950324
67.805003	4.490123
67.810004	4.076040
67.815004	3.667247
67.820004	3.303666
67.825004	2.960143
67.830005	2.666076
67.835004	2.423586
67.840006	2.208936
67.845004	2.036669
67.850006	1.881674
67.855005	1.762339
67.860006	1.661452
67.865006	1.580508
67.870006	1.514360
67.875005	1.454573
67.880006	1.408237
67.885005	1.368017
67.890007	1.326856
67.895004	1.295581
67.900006	1.268772
67.905004	1.281567
67.910006	1.257219
67.915005	1.236369
67.920005	1.214411
67.925005	1.195528
67.930006	1.176003
67.935005	1.158743
67.940006	1.142990
67.945003	1.126313
67.950006	1.115430
67.955005	1.099071
67.960005	1.085445
67.965005	1.076824
67.970005	1.063923
67.975003	1.053515
67.980006	1.043262
67.985004	1.034751
67.990006	1.024787
67.995002	1.043144
68.000005	1.034307
68.005004	1.023961
