69.0099990	3.0468948
69.0150004	3.2496691
69.0199996	3.4579878
69.0250002	3.6866055
69.0299994	3.9362025
69.0349996	4.1981635
69.0399993	4.4753246
69.0449992	4.7741199
69.0500003	5.0837994
69.0549997	5.3985729
69.0600010	5.7272744
69.0650001	6.0646544
69.0699992	6.3909826
69.0750002	6.6691084
69.0800007	6.8955040
69.0850007	7.0489445
69.0900003	7.1371417
69.0950019	7.1819520
69.1000009	7.2403035
69.1049996	7.3554173
69.1100011	7.5431743
69.1150004	7.7671328
69.1199990	8.0244312
69.1249996	8.2233295
69.1299994	8.3485899
69.1350002	8.3404579
69.1400004	8.2117653
69.1450036	7.9269400
69.1500006	7.5471430
69.1550000	7.0860381
69.1600008	6.5732293
69.1650000	6.0397530
69.1699999	5.5221949
69.1750002	5.0329394
69.1799989	4.5667624
69.1849998	4.1402860
69.1899988	3.7546067
69.1949999	3.4136481
69.1999998	3.1141872
69.2050003	2.8597987
69.2100000	2.6270454
69.2149993	2.4238880
69.2199999	2.2435496
69.2250000	2.0824404
69.2299989	1.9428955
69.2349995	1.8220451
69.2399991	1.7108802
69.2449997	1.6111319
69.2499994	1.5210421
69.2550004	1.4418011
